new_id,batch,sex,ssctotal,sscyear,hsctotal,hscyear,dif_ssc_hsc,dif_hsc_uni,drop_out,semester1_cgpa,semester1_fail,semester2_cgpa,semester2_fail,semester3_cgpa,semester3_fail,semester4_cgpa,semester4_fail,semester5_cgpa,semester5_fail,semester6_cgpa,semester6_fail,semester7_cgpa,semester7_fail,semester8_cgpa,semester8_fail
21,20160,male,4.75,2013.0,4.75,2015.0,0,1,regular,2.6666666666666665,0,2.840909090909091,0,3.076388888888889,0,3.04,0,3.04,0,3.04,0,3.04,0,3.04,0
23,20160,male,5.0,2013.0,4.17,2015.0,0,1,regular,2.8333333333333335,0,2.5795454545454546,0,2.4191176470588234,1,2.2621951219512195,2,2.2621951219512195,0,2.2621951219512195,0,2.2621951219512195,0,2.2621951219512195,0
26,20161,male,5.0,2013.0,4.89,2015.0,0,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
27,20161,female,4.88,2013.0,4.42,2015.0,0,1,regular,3.0833333333333335,0,2.9431818181818183,0,2.9214285714285713,1,2.9214285714285713,0,2.9214285714285713,0,2.9214285714285713,0,2.9214285714285713,0,2.9214285714285713,0
29,20160,female,4.38,2012.0,4.1,2014.0,0,2,regular,3.0833333333333335,0,3.3295454545454546,0,3.513888888888889,0,3.573529411764706,0,3.573529411764706,0,3.573529411764706,0,3.573529411764706,0,3.573529411764706,0
33,20161,male,4.38,2013.0,3.75,2015.0,0,1,regular,3.0,0,2.4318181818181817,1,2.7327586206896552,0,2.7327586206896552,0,2.7327586206896552,0,2.7327586206896552,0,2.7327586206896552,0,2.7327586206896552,0
38,20152,male,3.94,2013.0,4.0,2015.0,0,0,regular,3.5,0,3.1973684210526314,0,3.359375,0,3.3693181818181817,0,3.460526315789474,0,3.460526315789474,0,3.460526315789474,0,3.460526315789474,0
40,20150,male,5.0,2009.0,3.8,2012.0,1,3,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
41,20082,male,4.5,2003.0,4.0,2005.0,0,3,dropOut,3.5,0,1.75,1,1.9166666666666667,0,1.4375,2,1.55,1,1.2916666666666667,1,1.2916666666666667,0,1.2916666666666667,0
42,20151,male,4.25,2012.0,4.2,2014.0,0,1,regular,1.3333333333333333,1,1.35,2,2.263157894736842,1,3.0,0,2.2635135135135136,3,2.5878378378378377,1,2.5878378378378377,0,2.5878378378378377,0
43,20170,male,4.0,2014.0,4.13,2016.0,0,1,regular,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0
44,20091,male,4.38,2006.0,4.8,2008.0,0,1,dropOut,2.75,0,3.0,0,2.65,0,2.5833333333333335,0,2.325,1,2.2916666666666665,0,2.1153846153846154,1,2.1153846153846154,0
46,20142,female,5.0,2011.0,3.8,2013.0,0,1,regular,2.5,1,2.8181818181818183,0,3.4921875,0,3.5795454545454546,0,3.550925925925926,0,3.44140625,1,3.493333333333333,0,3.414772727272727,0
48,20170,male,3.38,2014.0,3.92,2016.0,0,1,regular,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
49,20130,female,5.0,2010.0,4.7,2012.0,0,1,dropOut,2.9166666666666665,0,2.977272727272727,0,2.8819444444444446,0,2.96,0,2.86328125,0,2.5809859154929575,3,2.5809859154929575,0,2.5809859154929575,0
50,20150,male,5.0,2012.0,4.6,2014.0,0,1,regular,2.9166666666666665,0,2.647727272727273,0,2.2,2,2.5384615384615383,1,2.481132075471698,1,2.4404761904761907,1,2.662878787878788,0,2.662878787878788,0
52,20100,male,4.0,2007.0,2.7,2009.0,0,1,dropOut,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
53,20151,female,5.0,2011.0,5.0,2013.0,0,2,regular,3.75,0,3.6956521739130435,0,3.7222222222222223,0,3.78,0,3.75,0,3.73,0,3.73,0,3.73,0
54,20151,male,5.0,2010.0,5.0,2012.0,0,3,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
55,20161,male,5.0,2013.0,4.08,2015.0,0,1,regular,3.4166666666666665,0,3.25,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0
56,20160,female,4.25,2013.0,4.75,2015.0,0,1,regular,1.4166666666666667,1,1.671875,3,2.2045454545454546,2,1.8548387096774193,2,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0
59,20170,male,4.5,2012.0,3.5,2016.0,2,1,regular,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0
60,20170,male,53.0,2014.0,4.42,2016.0,0,1,regular,2.3333333333333335,1,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
62,20170,male,4.25,2014.0,4.33,2016.0,0,1,regular,1.5,1,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0
64,20142,male,4.38,2010.0,4.4,2012.0,0,2,regular,0.0,3,0.2727272727272727,4,0.57,2,0.5089285714285714,4,0.5089285714285714,3,0.75,2,0.75,3,0.75,3
67,20161,male,4.5,2012.0,3.7,2014.0,0,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
71,20131,male,4.63,2007.0,2.6,2012.0,3,1,dropOut,2.25,0,1.6590909090909092,2,1.3879310344827587,4,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0
73,20152,male,4.38,2013.0,4.08,2015.0,0,0,regular,0.0,4,1.4166666666666667,1,1.3,2,1.6931818181818181,2,1.73,2,1.73,0,1.73,0,1.73,0
74,20150,male,4.38,2012.0,5.0,2014.0,0,1,dropOut,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
75,20160,female,4.69,2013.0,4.33,2015.0,0,1,regular,2.9166666666666665,0,3.210526315789474,0,2.9310344827586206,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0
78,20170,male,5.0,2014.0,4.0,2016.0,0,1,regular,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0
81,20151,male,4.0,2012.0,3.3,2014.0,0,1,regular,0.0,3,1.5,1,2.7083333333333335,0,2.8189655172413794,0,2.755952380952381,0,2.75,0,2.75,0,2.75,0
83,20140,male,5.0,2011.0,4.1,2013.0,0,1,regular,1.9166666666666667,1,1.9772727272727273,1,1.921875,1,1.9807692307692308,2,1.875,2,1.760204081632653,2,1.913265306122449,2,1.7688679245283019,4
84,20142,male,3.75,2012.0,3.3,2014.0,0,0,regular,0.6666666666666666,2,0.9204545454545454,2,1.2403846153846154,2,1.4166666666666667,2,1.5384615384615385,4,1.7934782608695652,2,1.9732142857142858,1,2.297794117647059,0
87,20151,male,5.0,2012.0,4.7,2014.0,0,1,regular,3.4166666666666665,0,2.119565217391304,4,3.1203703703703702,0,3.141025641025641,0,3.150943396226415,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0
89,20160,male,4.56,2012.0,5.0,2014.0,0,2,regular,1.6666666666666667,1,2.473684210526316,1,2.2758620689655173,2,2.3333333333333335,2,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
91,20142,male,4.69,2011.0,3.2,2014.0,1,0,regular,1.5833333333333333,1,2.147727272727273,1,2.409090909090909,2,2.0384615384615383,3,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0
92,20170,female,4.44,2013.0,3.5,2016.0,1,1,regular,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
97,20170,male,5.0,2013.0,4.67,2015.0,0,2,regular,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0
98,20170,male,5.0,2014.0,5.0,2016.0,0,1,regular,1.4166666666666667,1,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0
100,20152,male,5.0,2010.0,4.0,2012.0,0,3,regular,1.5,1,2.3947368421052633,0,2.340909090909091,3,2.239130434782609,1,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0
102,20152,male,5.0,2012.0,5.0,2014.0,0,1,regular,1.6666666666666667,1,2.5125,0,2.7890625,0,2.683333333333333,0,2.3389830508474576,2,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0
103,20151,male,5.0,2011.0,3.2,2014.0,1,1,regular,3.1666666666666665,0,3.4,0,3.537878787878788,0,3.452127659574468,0,3.3688524590163933,0,3.43,0,3.43,0,3.43,0
104,20151,male,4.13,2012.0,5.0,2014.0,0,1,regular,2.1666666666666665,0,2.090909090909091,1,2.5,0,2.0952380952380953,2,2.0952380952380953,0,2.0952380952380953,0,2.0952380952380953,0,2.0952380952380953,0
105,20111,male,3.56,2006.0,3.06,2010.0,2,1,dropOut,3.15,0,2.975,0,2.975,0,2.975,0,2.975,0,2.975,0,2.975,0,2.975,0
106,20170,male,5.0,2012.0,4.3,2015.0,1,2,regular,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0
107,20160,male,4.63,2013.0,3.75,2015.0,0,1,regular,3.5833333333333335,0,3.284090909090909,0,3.284090909090909,0,3.284090909090909,0,3.284090909090909,0,3.284090909090909,0,3.284090909090909,0,3.284090909090909,0
108,20160,male,4.31,2013.0,4.75,2015.0,0,1,regular,0.0,3,1.5,2,1.5340909090909092,2,1.5535714285714286,2,1.5535714285714286,0,1.5535714285714286,0,1.5535714285714286,0,1.5535714285714286,0
109,20150,male,3.8,2012.0,4.4,2014.0,0,1,regular,2.5,0,2.5113636363636362,0,2.7,0,2.79,0,2.738095238095238,0,2.5714285714285716,1,2.446022727272727,2,2.446022727272727,0
110,20170,male,5.0,2013.0,4.08,2015.0,0,2,regular,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0,2.5833333333333335,0
111,20162,male,5.0,2013.0,5.0,2015.0,0,1,regular,3.3333333333333335,0,3.1842105263157894,0,3.1842105263157894,0,3.1842105263157894,0,3.1842105263157894,0,3.1842105263157894,0,3.1842105263157894,0,3.1842105263157894,0
113,20150,male,5.0,2012.0,4.9,2014.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
114,20151,male,2.75,2012.0,2.8,2014.0,0,1,dropOut,1.4166666666666667,1,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0
117,20092,male,4.44,2006.0,2.5,2009.0,1,0,dropOut,0.0,1,1.125,2,1.75,0,2.15625,0,2.15625,0,2.15625,0,2.15625,0,2.15625,0
118,20151,female,4.63,2012.0,4.0,2014.0,0,1,regular,0.6666666666666666,2,2.578125,0,3.09,0,3.0,0,2.938775510204082,0,2.9957627118644066,0,2.9957627118644066,0,2.9957627118644066,0
121,20150,female,5.0,2011.0,4.8,2013.0,0,2,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
122,20161,male,5.0,2013.0,4.63,2015.0,0,1,regular,3.25,0,3.522727272727273,0,3.442857142857143,0,3.442857142857143,0,3.442857142857143,0,3.442857142857143,0,3.442857142857143,0,3.442857142857143,0
124,20160,male,4.75,2013.0,4.67,2015.0,0,1,regular,3.5833333333333335,0,3.727272727272727,0,3.798611111111111,0,3.825,0,3.825,0,3.825,0,3.825,0,3.825,0
125,20170,male,5.0,2014.0,4.33,2016.0,0,1,regular,1.8333333333333333,1,1.8333333333333333,0,1.8333333333333333,0,1.8333333333333333,0,1.8333333333333333,0,1.8333333333333333,0,1.8333333333333333,0,1.8333333333333333,0
127,20150,male,4.81,2012.0,5.0,2014.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
129,20152,male,5.0,2012.0,5.0,2014.0,0,1,regular,3.1666666666666665,0,1.9705882352941178,2,2.597826086956522,0,2.597826086956522,0,2.597826086956522,0,2.597826086956522,0,2.597826086956522,0,2.597826086956522,0
130,20152,male,4.38,2009.0,3.2,2013.0,2,2,regular,1.3333333333333333,1,2.2,0,1.5714285714285714,3,1.5714285714285714,0,1.5714285714285714,0,1.5714285714285714,0,1.5714285714285714,0,1.5714285714285714,0
131,20160,male,4.88,2012.0,4.4,2014.0,0,2,regular,2.4166666666666665,0,2.5454545454545454,0,2.9097222222222223,0,3.1122448979591835,0,3.1122448979591835,0,3.1122448979591835,0,3.1122448979591835,0,3.1122448979591835,0
134,20150,male,5.0,2010.0,4.2,2013.0,1,2,regular,3.9166666666666665,0,3.6704545454545454,0,3.6714285714285713,0,3.65,0,3.638888888888889,0,3.603896103896104,0,3.6114130434782608,0,3.6114130434782608,0
136,20170,female,4.38,2013.0,4.58,2015.0,0,2,regular,1.5833333333333333,1,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0
137,20161,male,5.0,2013.0,4.67,2015.0,0,1,regular,2.3333333333333335,1,2.85,0,2.9393939393939394,0,2.9393939393939394,0,2.9393939393939394,0,2.9393939393939394,0,2.9393939393939394,0,2.9393939393939394,0
139,20160,female,4.69,2013.0,4.08,2015.0,0,1,dropOut,2.6666666666666665,0,1.0434782608695652,6,1.0434782608695652,0,1.0434782608695652,0,1.0434782608695652,0,1.0434782608695652,0,1.0434782608695652,0,1.0434782608695652,0
141,20130,male,4.5,2010.0,3.4,2012.0,0,1,dropOut,2.5,0,1.4318181818181819,4,1.4318181818181819,0,1.4318181818181819,0,1.4318181818181819,0,1.4318181818181819,0,1.4318181818181819,0,1.4318181818181819,0
143,20142,female,4.75,2012.0,4.5,2014.0,0,0,regular,2.0833333333333335,1,3.1710526315789473,0,3.393939393939394,0,3.239130434782609,0,3.19672131147541,0,3.2333333333333334,0,3.3011363636363638,0,3.301470588235294,0
145,20141,male,3.56,2011.0,4.5,2013.0,0,1,dropOut,1.5,2,1.2,1,0.8181818181818182,4,0.8181818181818182,0,0.8181818181818182,0,0.8181818181818182,0,0.8181818181818182,0,0.8181818181818182,0
147,20150,female,4.13,2011.0,4.3,2013.0,0,2,regular,3.3333333333333335,0,2.5568181818181817,1,2.661290322580645,0,2.9473684210526314,0,2.8125,0,2.4913793103448274,2,2.4913793103448274,0,2.4913793103448274,0
149,20150,male,4.19,2011.0,3.6,2014.0,1,1,regular,3.0833333333333335,0,3.0113636363636362,0,3.1,0,2.9010416666666665,1,2.7336065573770494,1,2.982876712328767,0,2.9910714285714284,2,2.9910714285714284,0
150,20160,female,4.38,2013.0,4.42,2015.0,0,1,regular,3.0,0,3.022727272727273,0,3.0833333333333335,0,3.0652173913043477,0,3.0652173913043477,0,3.0652173913043477,0,3.0652173913043477,0,3.0652173913043477,0
152,20151,male,4.81,2012.0,5.0,2014.0,0,1,regular,2.6666666666666665,0,2.25,1,2.25,3,2.25,0,2.25,0,2.25,0,2.25,0,2.25,0
155,20162,female,4.69,2013.0,4.08,2015.0,0,1,regular,2.3333333333333335,0,2.4473684210526314,0,2.4473684210526314,0,2.4473684210526314,0,2.4473684210526314,0,2.4473684210526314,0,2.4473684210526314,0,2.4473684210526314,0
156,20150,male,5.0,2011.0,4.2,2014.0,1,1,regular,3.4166666666666665,0,3.522727272727273,0,3.4357142857142855,0,3.397727272727273,0,3.0267857142857144,2,3.0267857142857144,0,3.0267857142857144,0,3.0267857142857144,0
158,20152,male,4.63,2011.0,4.0,2013.0,0,2,regular,0.0,4,0.0,2,0.5625,2,1.2916666666666667,1,2.125,0,2.125,0,2.125,0,2.125,0
159,20130,male,4.13,2010.0,3.7,2012.0,0,1,dropOut,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
160,20170,male,4.94,2011.0,4.0,2013.0,0,4,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
161,20170,male,5.0,2014.0,4.42,2016.0,0,1,regular,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
163,20152,male,4.5,2013.0,3.75,2015.0,0,0,regular,1.125,2,1.5833333333333333,1,1.4204545454545454,2,1.91,1,2.4285714285714284,0,2.4285714285714284,0,2.4285714285714284,0,2.4285714285714284,0
165,20130,male,5.0,2006.0,4.3,2008.0,0,5,dropOut,2.5833333333333335,0,1.6785714285714286,3,1.3055555555555556,2,1.1842105263157894,5,1.3421052631578947,4,1.8722222222222222,1,2.138888888888889,3,2.0052083333333335,3
166,20150,male,5.0,2011.0,5.0,2013.0,0,2,regular,3.1666666666666665,0,2.4078947368421053,2,2.84,0,2.5073529411764706,1,2.366279069767442,1,2.310185185185185,2,2.482456140350877,1,2.482456140350877,0
169,20170,female,5.0,2012.0,5.0,2014.0,0,3,regular,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0,3.4166666666666665,0
170,20162,female,4.81,2013.0,3.83,2016.0,1,0,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
171,20161,female,4.81,2013.0,3.83,2015.0,0,1,regular,3.75,0,3.8152173913043477,0,3.861111111111111,0,3.861111111111111,0,3.861111111111111,0,3.861111111111111,0,3.861111111111111,0,3.861111111111111,0
174,20160,male,4.56,2013.0,5.0,2015.0,0,1,regular,3.4166666666666665,0,2.9886363636363638,1,3.1458333333333335,0,3.055,0,3.055,0,3.055,0,3.055,0,3.055,0
176,20162,male,4.13,2012.0,5.0,2014.0,0,2,regular,0.6666666666666666,2,1.95,0,1.95,0,1.95,0,1.95,0,1.95,0,1.95,0,1.95,0
177,20151,female,5.0,2010.0,4.8,2012.0,0,3,regular,3.5,0,3.7613636363636362,0,3.85,0,3.8872549019607843,0,3.860294117647059,0,3.8703703703703702,0,3.8703703703703702,0,3.8703703703703702,0
178,20150,male,4.88,2011.0,3.3,2013.0,0,2,regular,2.5,0,2.102272727272727,1,2.5078125,0,2.5357142857142856,0,2.4955357142857144,1,2.4571428571428573,1,2.5714285714285716,0,2.5714285714285716,0
179,20161,male,5.0,2013.0,5.0,2015.0,0,1,regular,3.8333333333333335,0,3.772727272727273,0,3.642857142857143,0,3.642857142857143,0,3.642857142857143,0,3.642857142857143,0,3.642857142857143,0,3.642857142857143,0
180,20150,male,4.88,2012.0,4.6,2014.0,0,1,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
181,20150,male,4.5,2008.0,4.1,2011.0,1,4,regular,3.1666666666666665,0,3.2386363636363638,0,3.092857142857143,0,3.1530612244897958,0,3.1587301587301586,0,2.99025974025974,1,3.061046511627907,0,3.061046511627907,0
182,20120,female,4.5,2008.0,3.0,2011.0,1,1,regular,1.75,1,1.6477272727272727,2,1.9083333333333334,2,2.0902777777777777,1,2.238095238095238,0,2.4055555555555554,1,1.8347457627118644,6,1.8347457627118644,3
184,20142,male,4.81,2010.0,3.5,2014.0,2,0,dropOut,1.8333333333333333,1,0.7857142857142857,4,0.7857142857142857,0,0.7857142857142857,0,0.7857142857142857,0,0.7857142857142857,0,0.7857142857142857,0,0.7857142857142857,0
189,20162,male,4.31,2013.0,3.0,2016.0,1,0,regular,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
191,20162,male,4.69,2014.0,4.33,2016.0,0,0,regular,3.4166666666666665,0,3.152173913043478,0,3.152173913043478,0,3.152173913043478,0,3.152173913043478,0,3.152173913043478,0,3.152173913043478,0,3.152173913043478,0
192,20142,male,4.44,2010.0,3.4,2014.0,2,0,regular,2.6666666666666665,0,2.3125,1,1.893939393939394,2,1.8372093023255813,2,2.2674418604651163,1,2.326530612244898,1,2.3389830508474576,1,2.4692307692307693,0
193,20151,male,5.0,2012.0,4.5,2014.0,0,1,regular,0.0,2,1.9375,1,2.355769230769231,0,2.888888888888889,0,3.0572916666666665,0,3.0084745762711864,2,3.0084745762711864,0,3.0084745762711864,0
196,20170,male,5.0,2013.0,5.0,2015.0,0,2,regular,1.75,1,1.75,0,1.75,0,1.75,0,1.75,0,1.75,0,1.75,0,1.75,0
198,20162,female,4.0,2011.0,3.57,2016.0,3,0,regular,3.6666666666666665,0,3.659090909090909,0,3.659090909090909,0,3.659090909090909,0,3.659090909090909,0,3.659090909090909,0,3.659090909090909,0,3.659090909090909,0
200,20151,female,5.0,2012.0,4.8,2014.0,0,1,regular,3.6666666666666665,0,3.510869565217391,0,3.515151515151515,0,3.5232558139534884,0,3.439814814814815,1,3.4765625,0,3.4765625,0,3.4765625,0
206,20160,male,4.94,2013.0,4.69,2015.0,0,1,regular,2.5833333333333335,0,2.4545454545454546,1,2.8106060606060606,0,2.657608695652174,1,2.657608695652174,0,2.657608695652174,0,2.657608695652174,0,2.657608695652174,0
207,20142,male,4.75,2011.0,4.2,2014.0,1,0,regular,2.6666666666666665,0,2.8863636363636362,0,2.3714285714285714,3,2.4285714285714284,1,2.488888888888889,2,2.7091836734693877,1,2.68859649122807,2,2.7964285714285713,0
209,20151,female,4.38,2011.0,3.6,2013.0,0,2,regular,2.4166666666666665,0,1.144736842105263,4,2.8068181818181817,0,2.5441176470588234,1,2.7790697674418605,0,2.5943396226415096,1,2.5943396226415096,0,2.5943396226415096,0
210,20140,male,4.81,2010.0,4.0,2012.0,0,2,regular,0.0,1,2.5384615384615383,1,2.7717391304347827,0,2.507142857142857,1,2.4695121951219514,1,2.625,2,2.745,0,2.8813559322033897,0
211,20090,female,4.94,2006.0,3.7,2008.0,0,1,dropOut,1.25,1,3.05,0,2.9583333333333335,0,2.9583333333333335,0,2.9583333333333335,0,2.9583333333333335,0,2.9583333333333335,0,2.9583333333333335,0
212,20170,male,5.0,2013.0,5.0,2015.0,0,2,regular,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0,3.3333333333333335,0
213,20152,male,4.88,2011.0,4.5,2013.0,0,2,regular,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
214,20161,male,4.77,2012.0,4.56,2014.0,0,2,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
216,20151,male,4.5,2012.0,4.9,2014.0,0,1,regular,4.0,0,3.6739130434782608,0,2.414285714285714,4,2.414285714285714,0,2.414285714285714,0,2.414285714285714,0,2.414285714285714,0,2.414285714285714,0
218,20141,male,5.0,2011.0,4.2,2013.0,0,1,dropOut,1.625,1,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0,1.625,0
220,20170,male,4.25,2014.0,3.83,2016.0,0,1,regular,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
221,20160,male,5.0,2013.0,4.33,2015.0,0,1,regular,1.5,1,1.4375,2,2.074074074074074,1,1.9513888888888888,1,1.9513888888888888,0,1.9513888888888888,0,1.9513888888888888,0,1.9513888888888888,0
222,20140,male,4.19,2011.0,4.0,2013.0,0,1,dropOut,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,20152,male,4.5,2013.0,4.5,2015.0,0,0,regular,2.5,0,2.5681818181818183,0,2.625,0,2.3372093023255816,2,2.548076923076923,0,2.548076923076923,0,2.548076923076923,0,2.548076923076923,0
225,20151,female,5.0,2011.0,4.0,2013.0,0,2,regular,0.0,3,0.9,2,1.3214285714285714,2,1.75,1,1.8630952380952381,1,1.8177083333333333,2,1.8177083333333333,0,1.8177083333333333,0
228,20160,female,4.25,2012.0,4.9,2014.0,0,2,regular,3.6666666666666665,0,3.727272727272727,0,3.826388888888889,0,3.665,0,3.665,0,3.665,0,3.665,0,3.665,0
232,20170,male,4.63,2014.0,3.42,2016.0,0,1,regular,1.5833333333333333,1,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0,1.5833333333333333,0
